date,type_raw,collected_kg,material_std,recovery_rate,recovered_kg
2013-05-14,msw,33650.0,MSW,0.1,3365.0
2013-05-15,msw,30530.0,MSW,0.1,3053.0
2013-05-16,msw,36090.0,MSW,0.1,3609.0
2013-05-17,msw,27400.0,MSW,0.1,2740.0
2013-05-18,msw,21940.0,MSW,0.1,2194.0
2013-05-19,msw,8180.0,MSW,0.1,818.0
2013-05-20,msw,16650.0,MSW,0.1,1665.0
2013-05-21,msw,38690.0,MSW,0.1,3869.0
2013-05-22,msw,28590.0,MSW,0.1,2859.0
2013-05-23,msw,29830.0,MSW,0.1,2983.0
2013-05-24,msw,23390.0,MSW,0.1,2339.0
2013-05-25,msw,21090.0,MSW,0.1,2109.0
2013-05-26,msw,12700.0,MSW,0.1,1270.0
2013-05-27,msw,33070.0,MSW,0.1,3307.0
2013-05-28,msw,39960.0,MSW,0.1,3996.0
2013-05-29,msw,28120.0,MSW,0.1,2812.0
2013-05-30,msw,30060.0,MSW,0.1,3006.0
2013-05-31,msw,19550.0,MSW,0.1,1955.0
2013-06-01,msw,15950.0,MSW,0.1,1595.0
2013-06-02,msw,37050.0,MSW,0.1,3705.0
2013-06-03,msw,20630.0,MSW,0.1,2063.0
2013-06-04,msw,22630.0,MSW,0.1,2263.0
2013-06-05,msw,25350.0,MSW,0.1,2535.0
2013-06-06,msw,29870.0,MSW,0.1,2987.0
2013-06-07,msw,24250.0,MSW,0.1,2425.0
2013-06-08,msw,31970.0,MSW,0.1,3197.0
2013-06-09,msw,16720.0,MSW,0.1,1672.0
2013-06-10,msw,7770.0,MSW,0.1,777.0
2013-06-11,msw,37120.0,MSW,0.1,3712.0
2013-06-12,msw,29390.0,MSW,0.1,2939.0
2013-06-13,msw,31900.0,MSW,0.1,3190.0
2013-06-14,msw,33110.0,MSW,0.1,3311.0
2013-06-15,msw,28900.0,MSW,0.1,2890.0
2013-06-16,msw,12820.0,MSW,0.1,1282.0
2013-06-17,msw,23400.0,MSW,0.1,2340.0
2013-06-18,msw,34630.0,MSW,0.1,3463.0
2013-06-19,msw,27020.0,MSW,0.1,2702.0
2013-06-20,msw,31570.0,MSW,0.1,3157.0
2013-06-21,msw,29610.0,MSW,0.1,2961.0
2013-06-22,msw,23630.0,MSW,0.1,2363.0
2013-06-23,msw,6370.0,MSW,0.1,637.0
2013-06-24,msw,24960.0,MSW,0.1,2496.0
2013-06-25,msw,24120.0,MSW,0.1,2412.0
2013-06-26,msw,32040.0,MSW,0.1,3204.0
2013-06-27,msw,26560.0,MSW,0.1,2656.0
2013-06-28,msw,21890.0,MSW,0.1,2189.0
2013-06-29,msw,40190.0,MSW,0.1,4019.0
2013-06-30,msw,13800.0,MSW,0.1,1380.0
2013-07-01,msw,23490.0,MSW,0.1,2349.0
2013-07-02,msw,37050.0,MSW,0.1,3705.0
2013-07-03,msw,25570.0,MSW,0.1,2557.0
2013-07-04,msw,9440.0,MSW,0.1,944.0
2013-07-05,msw,37800.0,MSW,0.1,3780.0
2013-07-06,msw,30770.0,MSW,0.1,3077.0
2013-07-07,msw,14910.0,MSW,0.1,1491.0
2013-07-08,msw,29590.0,MSW,0.1,2959.0
2013-07-09,msw,29480.0,MSW,0.1,2948.0
2013-07-10,msw,31040.0,MSW,0.1,3104.0
2013-07-11,msw,29490.0,MSW,0.1,2949.0
2013-07-12,msw,15990.0,MSW,0.1,1599.0
2013-07-13,msw,19480.0,MSW,0.1,1948.0
2013-07-14,msw,9190.0,MSW,0.1,919.0
2013-07-15,msw,25510.0,MSW,0.1,2551.0
2013-07-16,msw,29290.0,MSW,0.1,2929.0
2013-07-17,msw,28670.0,MSW,0.1,2867.0
2013-07-18,msw,21520.0,MSW,0.1,2152.0
2013-07-19,msw,35470.0,MSW,0.1,3547.0
2013-07-20,msw,28350.0,MSW,0.1,2835.0
2013-07-21,msw,11350.0,MSW,0.1,1135.0
2013-07-22,msw,16100.0,MSW,0.1,1610.0
2013-07-23,msw,36770.0,MSW,0.1,3677.0
2013-07-24,msw,33730.0,MSW,0.1,3373.0
2013-07-25,msw,33060.0,MSW,0.1,3306.0
2013-07-26,msw,26370.0,MSW,0.1,2637.0
2013-07-27,msw,20780.0,MSW,0.1,2078.0
2013-07-28,msw,17480.0,MSW,0.1,1748.0
2013-07-29,msw,25550.0,MSW,0.1,2555.0
2013-07-30,msw,36640.0,MSW,0.1,3664.0
2013-07-31,msw,31210.0,MSW,0.1,3121.0
2013-08-01,msw,28430.0,MSW,0.1,2843.0
2013-08-02,msw,27130.0,MSW,0.1,2713.0
2013-08-03,msw,26630.0,MSW,0.1,2663.0
2013-08-04,msw,23160.0,MSW,0.1,2316.0
2013-08-05,msw,34190.0,MSW,0.1,3419.0
2013-08-06,msw,23160.0,MSW,0.1,2316.0
2013-08-07,msw,21810.0,MSW,0.1,2181.0
2013-08-08,msw,35170.0,MSW,0.1,3517.0
2013-08-09,msw,16870.0,MSW,0.1,1687.0
2013-08-10,msw,38370.0,MSW,0.1,3837.0
2013-08-11,msw,25910.0,MSW,0.1,2591.0
2013-08-12,msw,16550.0,MSW,0.1,1655.0
2013-08-13,msw,28040.0,MSW,0.1,2804.0
2013-08-14,msw,30000.0,MSW,0.1,3000.0
2013-08-15,msw,25170.0,MSW,0.1,2517.0
2013-08-16,msw,25130.0,MSW,0.1,2513.0
2013-08-17,msw,22050.0,MSW,0.1,2205.0
2013-08-18,msw,13350.0,MSW,0.1,1335.0
2013-08-19,msw,19100.0,MSW,0.1,1910.0
2013-08-20,msw,19970.0,MSW,0.1,1997.0
2013-08-21,msw,32050.0,MSW,0.1,3205.0
2013-08-22,msw,26820.0,MSW,0.1,2682.0
2013-08-23,msw,33470.0,MSW,0.1,3347.0
2013-08-24,msw,19400.0,MSW,0.1,1940.0
2013-08-25,msw,14270.0,MSW,0.1,1427.0
2013-08-26,msw,9620.0,MSW,0.1,962.0
2013-08-27,msw,34340.0,MSW,0.1,3434.0
2013-08-28,msw,32950.0,MSW,0.1,3295.0
2013-08-29,msw,27920.0,MSW,0.1,2792.0
2013-08-30,msw,31380.0,MSW,0.1,3138.0
2013-08-31,msw,18540.0,MSW,0.1,1854.0
2013-09-01,msw,40630.0,MSW,0.1,4063.0
2013-09-02,msw,22060.0,MSW,0.1,2206.0
2013-09-03,msw,26380.0,MSW,0.1,2638.0
2013-09-04,msw,34590.0,MSW,0.1,3459.0
2013-09-05,msw,32030.0,MSW,0.1,3203.0
2013-09-06,msw,13650.0,MSW,0.1,1365.0
2013-09-07,msw,22720.0,MSW,0.1,2272.0
2013-09-08,msw,23760.0,MSW,0.1,2376.0
2013-09-09,msw,27150.0,MSW,0.1,2715.0
2013-09-10,msw,32740.0,MSW,0.1,3274.0
2013-09-11,msw,32710.0,MSW,0.1,3271.0
2013-09-12,msw,25980.0,MSW,0.1,2598.0
2013-09-13,msw,26510.0,MSW,0.1,2651.0
2013-09-14,msw,21590.0,MSW,0.1,2159.0
2013-09-15,msw,12530.0,MSW,0.1,1253.0
2013-09-16,msw,24440.0,MSW,0.1,2444.0
2013-09-17,msw,37540.0,MSW,0.1,3754.0
2013-09-18,msw,31900.0,MSW,0.1,3190.0
2013-09-19,msw,24820.0,MSW,0.1,2482.0
2013-09-20,msw,31080.0,MSW,0.1,3108.0
2013-09-21,msw,22930.0,MSW,0.1,2293.0
2013-09-22,msw,11700.0,MSW,0.1,1170.0
2013-09-23,msw,27700.0,MSW,0.1,2770.0
2013-09-24,msw,30880.0,MSW,0.1,3088.0
2013-09-25,msw,33110.0,MSW,0.1,3311.0
2013-09-26,msw,28450.0,MSW,0.1,2845.0
2013-09-27,msw,27650.0,MSW,0.1,2765.0
2013-09-28,msw,25250.0,MSW,0.1,2525.0
2013-09-29,msw,9690.0,MSW,0.1,969.0
2013-09-30,msw,22680.0,MSW,0.1,2268.0
2013-10-01,msw,27680.0,MSW,0.1,2768.0
2013-10-02,msw,9630.0,MSW,0.1,963.0
2013-10-03,msw,13310.0,MSW,0.1,1331.0
2013-10-04,msw,32240.0,MSW,0.1,3224.0
2013-10-05,msw,26120.0,MSW,0.1,2612.0
2013-10-06,msw,21240.0,MSW,0.1,2124.0
2013-10-07,msw,22870.0,MSW,0.1,2287.0
2013-10-08,msw,16400.0,MSW,0.1,1640.0
2013-10-09,msw,32680.0,MSW,0.1,3268.0
2013-10-10,msw,29380.0,MSW,0.1,2938.0
2013-10-11,msw,12070.0,MSW,0.1,1207.0
2013-10-12,msw,26820.0,MSW,0.1,2682.0
2013-10-13,msw,11540.0,MSW,0.1,1154.0
2013-10-14,msw,31460.0,MSW,0.1,3146.0
2013-10-15,msw,31700.0,MSW,0.1,3170.0
2013-10-16,msw,30880.0,MSW,0.1,3088.0
2013-10-17,msw,30960.0,MSW,0.1,3096.0
2013-10-18,msw,27470.0,MSW,0.1,2747.0
2013-10-19,msw,23300.0,MSW,0.1,2330.0
2013-10-20,msw,13350.0,MSW,0.1,1335.0
2013-10-21,msw,32160.0,MSW,0.1,3216.0
2013-10-22,msw,35040.0,MSW,0.1,3504.0
2013-10-23,msw,33330.0,MSW,0.1,3333.0
2013-10-24,msw,29520.0,MSW,0.1,2952.0
2013-10-25,msw,34600.0,MSW,0.1,3460.0
2013-10-26,msw,25160.0,MSW,0.1,2516.0
2013-10-27,msw,5790.0,MSW,0.1,579.0
2013-10-28,msw,31740.0,MSW,0.1,3174.0
2013-10-29,msw,33120.0,MSW,0.1,3312.0
2013-10-30,msw,35710.0,MSW,0.1,3571.0
2013-10-31,msw,29050.0,MSW,0.1,2905.0
2013-11-01,msw,32460.0,MSW,0.1,3246.0
2013-11-02,msw,25000.0,MSW,0.1,2500.0
2013-11-03,msw,21800.0,MSW,0.1,2180.0
2013-11-04,msw,36900.0,MSW,0.1,3690.0
2013-11-05,msw,20780.0,MSW,0.1,2078.0
2013-11-06,msw,31570.0,MSW,0.1,3157.0
2013-11-07,msw,39950.0,MSW,0.1,3995.0
2013-11-08,msw,9800.0,MSW,0.1,980.0
2013-11-09,msw,28570.0,MSW,0.1,2857.0
2013-11-10,msw,26970.0,MSW,0.1,2697.0
2013-11-11,msw,28710.0,MSW,0.1,2871.0
2013-11-12,msw,30080.0,MSW,0.1,3008.0
2013-11-13,msw,33690.0,MSW,0.1,3369.0
2013-11-14,msw,35790.0,MSW,0.1,3579.0
2013-11-15,msw,26140.0,MSW,0.1,2614.0
2013-11-16,msw,26790.0,MSW,0.1,2679.0
2013-11-17,msw,13880.0,MSW,0.1,1388.0
2013-11-18,msw,25880.0,MSW,0.1,2588.0
2013-11-19,msw,33130.0,MSW,0.1,3313.0
2013-11-20,msw,29530.0,MSW,0.1,2953.0
2013-11-21,msw,31940.0,MSW,0.1,3194.0
2013-11-22,msw,25740.0,MSW,0.1,2574.0
2013-11-23,msw,20660.0,MSW,0.1,2066.0
2013-11-24,msw,12140.0,MSW,0.1,1214.0
2013-11-25,msw,31600.0,MSW,0.1,3160.0
2013-11-26,msw,33460.0,MSW,0.1,3346.0
2013-11-27,msw,24140.0,MSW,0.1,2414.0
2013-11-28,msw,27880.0,MSW,0.1,2788.0
2013-11-29,msw,29010.0,MSW,0.1,2901.0
2013-11-30,msw,31650.0,MSW,0.1,3165.0
2013-12-01,msw,23780.0,MSW,0.1,2378.0
2013-12-02,msw,26700.0,MSW,0.1,2670.0
2013-12-03,msw,32710.0,MSW,0.1,3271.0
2013-12-04,msw,31110.0,MSW,0.1,3111.0
2013-12-05,msw,7050.0,MSW,0.1,705.0
2013-12-06,msw,35170.0,MSW,0.1,3517.0
2013-12-07,msw,40070.0,MSW,0.1,4007.0
2013-12-08,msw,26560.0,MSW,0.1,2656.0
2013-12-09,msw,31100.0,MSW,0.1,3110.0
2013-12-10,msw,30070.0,MSW,0.1,3007.0
2013-12-11,msw,42140.0,MSW,0.1,4214.0
2013-12-12,msw,28060.0,MSW,0.1,2806.0
2013-12-13,msw,29970.0,MSW,0.1,2997.0
2013-12-14,msw,26500.0,MSW,0.1,2650.0
2013-12-15,msw,14900.0,MSW,0.1,1490.0
2013-12-16,msw,18070.0,MSW,0.1,1807.0
2013-12-17,msw,33440.0,MSW,0.1,3344.0
2013-12-18,msw,37480.0,MSW,0.1,3748.0
2013-12-19,msw,27820.0,MSW,0.1,2782.0
2013-12-20,msw,22570.0,MSW,0.1,2257.0
2013-12-21,msw,20170.0,MSW,0.1,2017.0
2013-12-22,msw,13000.0,MSW,0.1,1300.0
2013-12-23,msw,25940.0,MSW,0.1,2594.0
2013-12-24,msw,27410.0,MSW,0.1,2741.0
2013-12-25,msw,37100.0,MSW,0.1,3710.0
2013-12-26,msw,30380.0,MSW,0.1,3038.0
2013-12-27,msw,29900.0,MSW,0.1,2990.0
2013-12-28,msw,23680.0,MSW,0.1,2368.0
2013-12-29,msw,11640.0,MSW,0.1,1164.0
2013-12-30,msw,22870.0,MSW,0.1,2287.0
2013-12-31,msw,36200.0,MSW,0.1,3620.0
2014-01-01,msw,24220.0,MSW,0.1,2422.0
2014-01-02,msw,21190.0,MSW,0.1,2119.0
2014-01-03,msw,25150.0,MSW,0.1,2515.0
2014-01-04,msw,32930.0,MSW,0.1,3293.0
2014-01-05,msw,18560.0,MSW,0.1,1856.0
2014-01-06,msw,12900.0,MSW,0.1,1290.0
2014-01-07,msw,33060.0,MSW,0.1,3306.0
2014-01-08,msw,34230.0,MSW,0.1,3423.0
2014-01-09,msw,39620.0,MSW,0.1,3962.0
2014-01-10,msw,36270.0,MSW,0.1,3627.0
2014-01-11,msw,38330.0,MSW,0.1,3833.0
2014-01-12,msw,29080.0,MSW,0.1,2908.0
2014-01-13,msw,26710.0,MSW,0.1,2671.0
2014-01-14,msw,27690.0,MSW,0.1,2769.0
2014-01-15,msw,31620.0,MSW,0.1,3162.0
2014-01-16,msw,23330.0,MSW,0.1,2333.0
2014-01-17,msw,25420.0,MSW,0.1,2542.0
2014-01-18,msw,30100.0,MSW,0.1,3010.0
2014-01-19,msw,17460.0,MSW,0.1,1746.0
2014-01-20,msw,22700.0,MSW,0.1,2270.0
2014-01-21,msw,33750.0,MSW,0.1,3375.0
2014-01-22,msw,32440.0,MSW,0.1,3244.0
2014-01-23,msw,27670.0,MSW,0.1,2767.0
2014-01-24,msw,21650.0,MSW,0.1,2165.0
2014-01-25,msw,17340.0,MSW,0.1,1734.0
2014-01-26,msw,12240.0,MSW,0.1,1224.0
2014-01-27,msw,24790.0,MSW,0.1,2479.0
2014-01-28,msw,29080.0,MSW,0.1,2908.0
2014-01-29,msw,32710.0,MSW,0.1,3271.0
2014-01-30,msw,27890.0,MSW,0.1,2789.0
2014-01-31,msw,24540.0,MSW,0.1,2454.0
2014-02-01,msw,28150.0,MSW,0.1,2815.0
2014-02-02,msw,9660.0,MSW,0.1,966.0
2014-02-03,msw,20560.0,MSW,0.1,2056.0
2014-02-04,msw,32220.0,MSW,0.1,3222.0
2014-02-05,msw,25930.0,MSW,0.1,2593.0
2014-02-06,msw,25770.0,MSW,0.1,2577.0
2014-02-07,msw,28010.0,MSW,0.1,2801.0
2014-02-08,msw,30240.0,MSW,0.1,3024.0
2014-02-09,msw,40910.0,MSW,0.1,4091.0
2014-02-10,msw,40270.0,MSW,0.1,4027.0
2014-02-11,msw,11970.0,MSW,0.1,1197.0
2014-02-12,msw,39170.0,MSW,0.1,3917.0
2014-02-13,msw,27880.0,MSW,0.1,2788.0
2014-02-14,msw,18560.0,MSW,0.1,1856.0
2014-02-15,msw,29400.0,MSW,0.1,2940.0
2014-02-16,msw,14690.0,MSW,0.1,1469.0
2014-02-17,msw,27120.0,MSW,0.1,2712.0
2014-02-18,msw,25970.0,MSW,0.1,2597.0
2014-02-19,msw,28050.0,MSW,0.1,2805.0
2014-02-20,msw,28550.0,MSW,0.1,2855.0
2014-02-21,msw,24650.0,MSW,0.1,2465.0
2014-02-22,msw,18240.0,MSW,0.1,1824.0
2014-02-23,msw,15850.0,MSW,0.1,1585.0
2014-02-24,msw,21660.0,MSW,0.1,2166.0
2014-02-25,msw,30600.0,MSW,0.1,3060.0
2014-02-26,msw,29330.0,MSW,0.1,2933.0
2014-02-27,msw,20320.0,MSW,0.1,2032.0
2014-02-28,msw,23400.0,MSW,0.1,2340.0
2014-03-01,msw,27470.0,MSW,0.1,2747.0
2014-03-02,msw,25600.0,MSW,0.1,2560.0
2014-03-03,msw,27590.0,MSW,0.1,2759.0
2014-03-04,msw,31330.0,MSW,0.1,3133.0
2014-03-05,msw,28370.0,MSW,0.1,2837.0
2014-03-06,msw,39550.0,MSW,0.1,3955.0
2014-03-07,msw,28150.0,MSW,0.1,2815.0
2014-03-08,msw,15570.0,MSW,0.1,1557.0
2014-03-09,msw,41150.0,MSW,0.1,4115.0
2014-03-10,msw,33900.0,MSW,0.1,3390.0
2014-03-11,msw,25890.0,MSW,0.1,2589.0
2014-03-12,msw,44010.0,MSW,0.1,4401.0
2014-03-13,msw,31870.0,MSW,0.1,3187.0
2014-03-14,msw,32670.0,MSW,0.1,3267.0
2014-03-15,msw,22870.0,MSW,0.1,2287.0
2014-03-16,msw,25330.0,MSW,0.1,2533.0
2014-03-17,msw,23720.0,MSW,0.1,2372.0
2014-03-18,msw,25330.0,MSW,0.1,2533.0
2014-03-19,msw,28010.0,MSW,0.1,2801.0
2014-03-20,msw,35840.0,MSW,0.1,3584.0
2014-03-21,msw,34540.0,MSW,0.1,3454.0
2014-03-22,msw,28660.0,MSW,0.1,2866.0
2014-03-23,msw,27700.0,MSW,0.1,2770.0
2014-03-24,msw,33420.0,MSW,0.1,3342.0
2014-03-25,msw,12300.0,MSW,0.1,1230.0
2014-03-26,msw,28820.0,MSW,0.1,2882.0
2014-03-27,msw,32920.0,MSW,0.1,3292.0
2014-03-28,msw,14800.0,MSW,0.1,1480.0
2014-03-29,msw,25210.0,MSW,0.1,2521.0
2014-03-30,msw,32740.0,MSW,0.1,3274.0
2014-03-31,msw,28220.0,MSW,0.1,2822.0
2014-04-01,msw,34190.0,MSW,0.1,3419.0
2014-04-02,msw,17990.0,MSW,0.1,1799.0
2014-04-03,msw,26110.0,MSW,0.1,2611.0
2014-04-04,msw,22860.0,MSW,0.1,2286.0
2014-04-05,msw,16160.0,MSW,0.1,1616.0
2014-04-06,msw,44020.0,MSW,0.1,4402.0
2014-04-07,msw,23970.0,MSW,0.1,2397.0
2014-04-08,msw,29130.0,MSW,0.1,2913.0
2014-04-09,msw,33860.0,MSW,0.1,3386.0
2014-04-10,msw,29840.0,MSW,0.1,2984.0
2014-04-11,msw,37310.0,MSW,0.1,3731.0
2014-04-12,msw,30340.0,MSW,0.1,3034.0
2014-04-13,msw,20030.0,MSW,0.1,2003.0
2014-04-14,msw,4170.0,MSW,0.1,417.0
2014-04-15,msw,9240.0,MSW,0.1,924.0
2014-04-16,msw,33290.0,MSW,0.1,3329.0
2014-04-17,msw,23040.0,MSW,0.1,2304.0
2014-04-18,msw,22040.0,MSW,0.1,2204.0
2014-04-19,msw,21660.0,MSW,0.1,2166.0
2014-04-20,msw,6850.0,MSW,0.1,685.0
2014-04-21,msw,28030.0,MSW,0.1,2803.0
2014-04-22,msw,25870.0,MSW,0.1,2587.0
2014-04-23,msw,41160.0,MSW,0.1,4116.0
2014-04-24,msw,35850.0,MSW,0.1,3585.0
2014-04-25,msw,36230.0,MSW,0.1,3623.0
2014-04-26,msw,21270.0,MSW,0.1,2127.0
2014-04-27,msw,8920.0,MSW,0.1,892.0
2014-04-28,msw,32510.0,MSW,0.1,3251.0
2014-04-29,msw,24850.0,MSW,0.1,2485.0
2014-04-30,msw,44980.0,MSW,0.1,4498.0
2014-05-01,msw,13550.0,MSW,0.1,1355.0
2014-05-02,msw,30060.0,MSW,0.1,3006.0
2014-05-03,msw,28480.0,MSW,0.1,2848.0
2014-05-04,msw,24440.0,MSW,0.1,2444.0
2014-05-05,msw,28630.0,MSW,0.1,2863.0
2014-05-06,msw,34230.0,MSW,0.1,3423.0
2014-05-07,msw,28830.0,MSW,0.1,2883.0
2014-05-08,msw,34440.0,MSW,0.1,3444.0
2014-05-09,msw,32880.0,MSW,0.1,3288.0
2014-05-10,msw,7060.0,MSW,0.1,706.0
2014-05-11,msw,41010.0,MSW,0.1,4101.0
2014-05-12,msw,28080.0,MSW,0.1,2808.0
2014-05-13,msw,21260.0,MSW,0.1,2126.0
2014-05-14,msw,18290.0,MSW,0.1,1829.0
2014-05-15,msw,13650.0,MSW,0.1,1365.0
2014-05-16,msw,25330.0,MSW,0.1,2533.0
2014-05-17,msw,23720.0,MSW,0.1,2372.0
2014-05-18,msw,25330.0,MSW,0.1,2533.0
2014-05-19,msw,28010.0,MSW,0.1,2801.0
2014-05-20,msw,35840.0,MSW,0.1,3584.0
2014-05-21,msw,34540.0,MSW,0.1,3454.0
2014-05-22,msw,28660.0,MSW,0.1,2866.0
2014-05-23,msw,27700.0,MSW,0.1,2770.0
2014-05-24,msw,33420.0,MSW,0.1,3342.0
2014-05-25,msw,12300.0,MSW,0.1,1230.0
2014-05-26,msw,28820.0,MSW,0.1,2882.0
2014-05-27,msw,32920.0,MSW,0.1,3292.0
2014-05-28,msw,14800.0,MSW,0.1,1480.0
2014-05-29,msw,25210.0,MSW,0.1,2521.0
2014-05-30,msw,32740.0,MSW,0.1,3274.0
2014-05-31,msw,28220.0,MSW,0.1,2822.0
2014-06-01,msw,28910.0,MSW,0.1,2891.0
2014-06-02,msw,30590.0,MSW,0.1,3059.0
2014-06-03,msw,34010.0,MSW,0.1,3401.0
2014-06-04,msw,7560.0,MSW,0.1,756.0
2014-06-05,msw,22330.0,MSW,0.1,2233.0
2014-06-06,msw,32680.0,MSW,0.1,3268.0
2014-06-07,msw,18980.0,MSW,0.1,1898.0
2014-06-08,msw,39050.0,MSW,0.1,3905.0
2014-06-09,msw,21810.0,MSW,0.1,2181.0
2014-06-10,msw,30040.0,MSW,0.1,3004.0
2014-06-11,msw,25750.0,MSW,0.1,2575.0
2014-06-12,msw,23570.0,MSW,0.1,2357.0
2014-06-13,msw,30620.0,MSW,0.1,3062.0
2014-06-14,msw,34000.0,MSW,0.1,3400.0
2014-06-15,msw,17290.0,MSW,0.1,1729.0
2014-06-16,msw,26270.0,MSW,0.1,2627.0
2014-06-17,msw,36190.0,MSW,0.1,3619.0
2014-06-18,msw,36530.0,MSW,0.1,3653.0
2014-06-19,msw,26150.0,MSW,0.1,2615.0
2014-06-20,msw,33150.0,MSW,0.1,3315.0
2014-06-21,msw,25860.0,MSW,0.1,2586.0
2014-06-22,msw,11130.0,MSW,0.1,1113.0
2014-06-23,msw,27680.0,MSW,0.1,2768.0
2014-06-24,msw,36320.0,MSW,0.1,3632.0
2014-06-25,msw,33340.0,MSW,0.1,3334.0
2014-06-26,msw,32770.0,MSW,0.1,3277.0
2014-06-27,msw,25170.0,MSW,0.1,2517.0
2014-06-28,msw,28010.0,MSW,0.1,2801.0
2014-06-29,msw,9500.0,MSW,0.1,950.0
2014-06-30,msw,27650.0,MSW,0.1,2765.0
2014-07-01,msw,35180.0,MSW,0.1,3518.0
2014-07-02,msw,30390.0,MSW,0.1,3039.0
2014-07-03,msw,29330.0,MSW,0.1,2933.0
2014-07-04,msw,33910.0,MSW,0.1,3391.0
2014-07-05,msw,34190.0,MSW,0.1,3419.0
2014-07-06,msw,38330.0,MSW,0.1,3833.0
2014-07-07,msw,26260.0,MSW,0.1,2626.0
2014-07-08,msw,40410.0,MSW,0.1,4041.0
2014-07-09,msw,7580.0,MSW,0.1,758.0
2014-07-10,msw,27420.0,MSW,0.1,2742.0
2014-07-11,msw,37290.0,MSW,0.1,3729.0
2014-07-12,msw,10470.0,MSW,0.1,1047.0
2014-07-13,msw,6170.0,MSW,0.1,617.0
2014-07-14,msw,27970.0,MSW,0.1,2797.0
2014-07-15,msw,37880.0,MSW,0.1,3788.0
2014-07-16,msw,35580.0,MSW,0.1,3558.0
2014-07-17,msw,35460.0,MSW,0.1,3546.0
2014-07-18,msw,27880.0,MSW,0.1,2788.0
2014-07-19,msw,21180.0,MSW,0.1,2118.0
2014-07-20,msw,6800.0,MSW,0.1,680.0
2014-07-21,msw,28980.0,MSW,0.1,2898.0
2014-07-22,msw,32780.0,MSW,0.1,3278.0
2014-07-23,msw,33380.0,MSW,0.1,3338.0
2014-07-24,msw,33970.0,MSW,0.1,3397.0
2014-07-25,msw,31170.0,MSW,0.1,3117.0
2014-07-26,msw,24560.0,MSW,0.1,2456.0
2014-07-27,msw,11090.0,MSW,0.1,1109.0
2014-07-28,msw,29100.0,MSW,0.1,2910.0
2014-07-29,msw,36040.0,MSW,0.1,3604.0
2014-07-30,msw,22070.0,MSW,0.1,2207.0
2014-07-31,msw,41770.0,MSW,0.1,4177.0
2014-08-01,msw,34860.0,MSW,0.1,3486.0
2014-08-02,msw,22800.0,MSW,0.1,2280.0
2014-08-03,msw,19290.0,MSW,0.1,1929.0
2014-08-04,msw,35450.0,MSW,0.1,3545.0
2014-08-05,msw,31500.0,MSW,0.1,3150.0
2014-08-06,msw,13160.0,MSW,0.1,1316.0
2014-08-07,msw,29100.0,MSW,0.1,2910.0
2014-08-08,msw,29080.0,MSW,0.1,2908.0
2014-08-09,msw,22600.0,MSW,0.1,2260.0
2014-08-10,msw,27300.0,MSW,0.1,2730.0
2014-08-11,msw,35800.0,MSW,0.1,3580.0
2014-08-12,msw,21470.0,MSW,0.1,2147.0
2014-08-13,msw,35900.0,MSW,0.1,3590.0
2014-08-14,msw,26820.0,MSW,0.1,2682.0
2014-08-15,msw,31260.0,MSW,0.1,3126.0
2014-08-16,msw,27210.0,MSW,0.1,2721.0
2014-08-17,msw,8270.0,MSW,0.1,827.0
2014-08-18,msw,26040.0,MSW,0.1,2604.0
2014-08-19,msw,42190.0,MSW,0.1,4219.0
2014-08-20,msw,29610.0,MSW,0.1,2961.0
2014-08-21,msw,29530.0,MSW,0.1,2953.0
2014-08-22,msw,14340.0,MSW,0.1,1434.0
2014-08-23,msw,31570.0,MSW,0.1,3157.0
2014-08-24,msw,12810.0,MSW,0.1,1281.0
2014-08-25,msw,42520.0,MSW,0.1,4252.0
2014-08-26,msw,40550.0,MSW,0.1,4055.0
2014-08-27,msw,34750.0,MSW,0.1,3475.0
2014-08-28,msw,33730.0,MSW,0.1,3373.0
2014-08-29,msw,29630.0,MSW,0.1,2963.0
2014-08-30,msw,11400.0,MSW,0.1,1140.0
2014-08-31,msw,7030.0,MSW,0.1,703.0
2014-09-01,msw,30190.0,MSW,0.1,3019.0
2014-09-02,msw,7800.0,MSW,0.1,780.0
2014-09-03,msw,15880.0,MSW,0.1,1588.0
2014-09-04,msw,38040.0,MSW,0.1,3804.0
2014-09-05,msw,26180.0,MSW,0.1,2618.0
2014-09-06,msw,26320.0,MSW,0.1,2632.0
2014-09-07,msw,25990.0,MSW,0.1,2599.0
2014-09-08,msw,28490.0,MSW,0.1,2849.0
2014-09-09,msw,31520.0,MSW,0.1,3152.0
2014-09-10,msw,35430.0,MSW,0.1,3543.0
2014-09-11,msw,7380.0,MSW,0.1,738.0
2014-09-12,msw,44810.0,MSW,0.1,4481.0
2014-09-13,msw,33810.0,MSW,0.1,3381.0
2014-09-14,msw,16280.0,MSW,0.1,1628.0
2014-09-15,msw,31710.0,MSW,0.1,3171.0
2014-09-16,msw,38240.0,MSW,0.1,3824.0
2014-09-17,msw,36260.0,MSW,0.1,3626.0
2014-09-18,msw,28050.0,MSW,0.1,2805.0
2014-09-19,msw,27380.0,MSW,0.1,2738.0
2014-09-20,msw,31830.0,MSW,0.1,3183.0
2014-09-21,msw,12320.0,MSW,0.1,1232.0
2014-09-22,msw,24900.0,MSW,0.1,2490.0
2014-09-23,msw,32550.0,MSW,0.1,3255.0
2014-09-24,msw,36280.0,MSW,0.1,3628.0
